timestamp,cpu_load,memory_used_mb,memory_total_mb,memory_percent,heap_used_mb,heap_total_mb,external_memory_mb,active_handles,active_requests
2025-03-28T18:46:51.295Z,16.64,8594.39,15775.61,54.48,4.49,5.51,1.51,2,0
2025-03-28T18:46:52.301Z,19.33,8601.80,15775.61,54.53,4.51,5.51,1.51,2,0
2025-03-28T18:46:53.308Z,15.19,8624.75,15775.61,54.67,4.52,5.51,1.51,2,0
2025-03-28T18:46:54.309Z,15.32,8637.23,15775.61,54.75,4.52,5.51,1.51,2,0
2025-03-28T18:46:55.320Z,15.62,8650.12,15775.61,54.83,4.53,5.51,1.51,2,0
2025-03-28T18:46:56.327Z,11.12,8534.14,15775.61,54.10,4.55,5.51,1.51,2,0
2025-03-28T18:46:57.340Z,17.54,8529.52,15775.61,54.07,4.56,5.51,1.51,2,0
2025-03-28T18:46:58.346Z,21.71,8520.19,15775.61,54.01,4.57,5.51,1.51,2,0
2025-03-28T18:46:59.352Z,13.11,8526.20,15775.61,54.05,4.59,5.51,1.51,2,0
2025-03-28T18:47:00.353Z,15.6,8525.02,15775.61,54.04,4.62,5.51,1.51,2,0
2025-03-28T18:47:01.357Z,16.4,8508.61,15775.61,53.94,4.63,5.51,1.51,2,0
2025-03-28T18:47:02.372Z,18.79,8504.73,15775.61,53.91,4.64,5.51,1.51,2,0
2025-03-28T18:47:03.384Z,16.98,8452.61,15775.61,53.58,4.65,5.51,1.51,2,0
2025-03-28T18:47:04.388Z,15.17,8397.56,15775.61,53.23,4.66,5.51,1.51,2,0
2025-03-28T18:47:05.397Z,18.09,8396.92,15775.61,53.23,4.67,5.51,1.51,2,0
2025-03-28T18:47:06.405Z,9.1,8412.74,15775.61,53.33,4.68,5.51,1.51,2,0
2025-03-28T18:47:07.420Z,22.26,8386.96,15775.61,53.16,4.68,5.51,1.51,2,0
2025-03-28T18:47:08.421Z,14.86,8418.01,15775.61,53.36,4.69,5.51,1.51,2,0
2025-03-28T18:47:09.435Z,11.94,8422.76,15775.61,53.39,4.70,5.51,1.51,2,0
2025-03-28T18:47:10.435Z,12.72,8433.98,15775.61,53.46,4.71,5.51,1.51,2,0
2025-03-28T18:47:11.437Z,12.31,8435.89,15775.61,53.47,4.72,5.51,1.51,2,0
2025-03-28T18:47:12.438Z,10.12,8441.34,15775.61,53.51,4.73,5.51,1.51,2,0
2025-03-28T18:47:13.453Z,10.74,8445.50,15775.61,53.54,4.73,5.51,1.51,2,0
2025-03-28T18:47:14.458Z,12.58,8465.40,15775.61,53.66,4.74,5.51,1.51,2,0
2025-03-28T18:47:15.458Z,16.2,8460.39,15775.61,53.63,4.75,5.51,1.51,2,0
2025-03-28T18:47:16.460Z,13.88,8460.42,15775.61,53.63,4.76,5.51,1.51,2,0
2025-03-28T18:47:17.469Z,20.62,8445.73,15775.61,53.54,4.77,5.51,1.51,2,0
2025-03-28T18:47:18.469Z,12.41,8445.67,15775.61,53.54,4.77,5.51,1.51,2,0
2025-03-28T18:47:19.470Z,12.47,8455.64,15775.61,53.60,4.78,5.51,1.51,2,0
2025-03-28T18:47:20.470Z,13.12,8443.66,15775.61,53.52,4.79,5.51,1.51,2,0
2025-03-28T18:47:21.470Z,15.21,8446.94,15775.61,53.54,4.80,5.51,1.51,2,0
2025-03-28T18:47:22.485Z,14.59,8445.37,15775.61,53.53,4.81,5.51,1.51,2,0
2025-03-28T18:47:23.491Z,16.38,8446.37,15775.61,53.54,4.81,5.51,1.51,2,0
2025-03-28T18:47:24.502Z,12.7,8446.90,15775.61,53.54,4.82,5.51,1.51,2,0
2025-03-28T18:47:25.509Z,22.79,8440.62,15775.61,53.50,4.83,5.51,1.51,2,0
2025-03-28T18:47:26.519Z,13.17,8439.34,15775.61,53.50,4.28,5.51,1.51,2,0
2025-03-28T18:47:27.520Z,11.99,8431.53,15775.61,53.45,4.29,5.51,1.51,2,0
2025-03-28T18:47:28.534Z,11.3,8438.15,15775.61,53.49,4.30,5.51,1.51,2,0
2025-03-28T18:47:29.539Z,10.14,8439.19,15775.61,53.50,4.30,5.51,1.51,2,0
2025-03-28T18:47:30.550Z,10.83,8450.83,15775.61,53.57,4.31,5.51,1.51,2,0
2025-03-28T18:47:31.552Z,19.06,8461.01,15775.61,53.63,4.32,5.51,1.51,2,0
2025-03-28T18:47:32.566Z,13.04,8481.50,15775.61,53.76,4.33,5.51,1.51,2,0
2025-03-28T18:47:33.574Z,12.05,8482.03,15775.61,53.77,4.34,5.51,1.51,2,0
2025-03-28T18:47:34.579Z,19.41,8467.96,15775.61,53.68,4.34,5.51,1.51,2,0
2025-03-28T18:47:35.591Z,14.9,8457.07,15775.61,53.61,4.35,5.51,1.51,2,0
2025-03-28T18:47:36.602Z,13.41,8466.93,15775.61,53.67,4.36,5.51,1.51,2,0
2025-03-28T18:47:37.617Z,11.55,8463.17,15775.61,53.65,4.37,5.51,1.51,2,0
2025-03-28T18:47:38.625Z,12.44,8478.30,15775.61,53.74,4.38,5.51,1.51,2,0
2025-03-28T18:47:39.638Z,11.94,8476.70,15775.61,53.73,4.39,5.51,1.51,2,0
2025-03-28T18:47:40.649Z,13.72,8494.13,15775.61,53.84,4.39,5.51,1.51,2,0
2025-03-28T18:47:41.653Z,11.74,8489.55,15775.61,53.81,4.40,5.51,1.51,2,0
2025-03-28T18:47:42.656Z,9.22,8496.67,15775.61,53.86,4.41,5.51,1.51,2,0
